query,scan_bytes,latency_ms
SELECT * FROM users WHERE id = 90978,1031601,18
SELECT * FROM users WHERE id = 54876,1180720,16
"SELECT * FROM users WHERE id IN (445, 470, 468, 84, 462)",1306055,10
SELECT * FROM sessions WHERE duration > 53456,4431812,58
SELECT * FROM orders WHERE total > 78491,5774404,60
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2356523,19
SELECT COUNT(*) FROM events WHERE month = 'Mar',10855496,118
SELECT * FROM sessions WHERE duration > 33151,3198234,33
"SELECT * FROM orders WHERE status IN ('delivered', 'delivered', 'returned', 'returned')",2092042,28
SELECT * FROM users WHERE id = 60843,1064926,22
SELECT * FROM orders WHERE total > 86231,5753730,69
SELECT * FROM users WHERE id = 56706,1114666,6
SELECT COUNT(*) FROM events WHERE month = 'Apr',9670741,104
SELECT * FROM orders WHERE total > 82902,4473765,55
SELECT * FROM orders WHERE total > 58525,5211070,58
SELECT COUNT(*) FROM events WHERE month = 'Jan',10443724,111
SELECT * FROM orders WHERE total > 50657,5244928,61
SELECT COUNT(*) FROM events WHERE month = 'Jun',9519257,95
SELECT * FROM products WHERE category = 'books',1902515,27
SELECT * FROM users WHERE id = 93003,1111319,20
SELECT * FROM users WHERE id = 8112,1128228,18
SELECT * FROM orders WHERE total > 50071,4176701,39
SELECT * FROM users WHERE id = 73419,1113524,12
SELECT * FROM orders WHERE total > 23601,5617402,59
SELECT * FROM users WHERE id = 2206,1037326,11
SELECT * FROM users WHERE id = 34848,884541,17
SELECT * FROM users WHERE id = 44846,875951,10
SELECT COUNT(*) FROM events WHERE month = 'May',10037334,109
SELECT * FROM users WHERE id = 92422,1068235,6
SELECT * FROM users WHERE id = 78532,1197793,26
SELECT * FROM users WHERE id = 57892,995323,15
SELECT * FROM users WHERE id = 77054,1159433,11
SELECT * FROM orders WHERE total > 79707,5096543,49
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",8379049,83
SELECT * FROM users WHERE id = 95611,1174566,13
SELECT * FROM users WHERE id = 96795,816998,17
SELECT COUNT(*) FROM events WHERE month = 'Jan',10953884,115
SELECT * FROM orders WHERE total > 46542,5210442,56
SELECT COUNT(*) FROM events WHERE month = 'May',9208175,102
SELECT COUNT(*) FROM events WHERE month = 'Feb',11275935,112
SELECT * FROM users WHERE id = 15442,950389,13
SELECT * FROM users WHERE id = 97062,912297,12
SELECT COUNT(*) FROM events WHERE month = 'Feb',9659355,104
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2401338,28
SELECT * FROM users WHERE id = 55920,1028278,6
SELECT * FROM users WHERE id = 5604,1025667,10
"SELECT * FROM users WHERE id IN (305, 721)",1422624,20
SELECT * FROM products WHERE category = 'electronics',1886334,18
SELECT COUNT(*) FROM events WHERE month = 'Apr',10925717,123
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2676142,35
SELECT * FROM users WHERE id = 23769,955269,17
SELECT * FROM users WHERE id = 59621,1036889,15
SELECT * FROM orders WHERE total > 6142,5201689,65
SELECT * FROM users WHERE id = 13679,1107685,21
SELECT * FROM products WHERE category = 'electronics',1794575,26
SELECT * FROM users WHERE id IN (32),1116434,7
"SELECT * FROM users WHERE id IN (983, 349, 81, 704)",1079960,13
SELECT * FROM sessions WHERE duration > 49619,4352479,40
SELECT * FROM orders WHERE total > 56802,5274162,52
SELECT * FROM users WHERE id = 8603,821677,4
SELECT * FROM orders WHERE total > 66655,5425786,56
SELECT * FROM sessions WHERE duration > 4022,3842161,33
SELECT * FROM orders WHERE total > 86960,5639934,71
SELECT * FROM users WHERE id = 77003,1022808,21
SELECT COUNT(*) FROM events WHERE month = 'Feb',9626583,93
SELECT * FROM users WHERE id = 34416,1193582,22
SELECT * FROM users WHERE id = 75298,1135427,20
SELECT * FROM orders WHERE total > 52332,5936418,54
SELECT * FROM orders WHERE total > 65507,5129717,50
SELECT * FROM users WHERE id = 6105,1002452,17
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",8457113,94
SELECT * FROM users WHERE id = 17166,849269,11
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",7042291,82
SELECT * FROM users WHERE id = 86399,842247,22
SELECT COUNT(*) FROM events WHERE month = 'May',9530312,96
SELECT * FROM orders WHERE total > 32387,4181728,54
"SELECT * FROM orders WHERE status IN ('shipped', 'cancelled', 'shipped', 'cancelled')",2225224,22
SELECT * FROM users WHERE id = 27128,1027037,20
SELECT * FROM orders WHERE total > 65254,5292782,47
SELECT * FROM orders WHERE total > 99543,5080076,65
SELECT * FROM users WHERE id = 23365,1194662,21
SELECT * FROM users WHERE id = 22416,1097472,15
SELECT * FROM users WHERE id = 78363,961711,10
SELECT COUNT(*) FROM events WHERE month = 'Apr',11053873,110
SELECT COUNT(*) FROM events WHERE month = 'May',9789283,104
SELECT * FROM products WHERE category = 'toys',1960893,17
SELECT * FROM users WHERE id = 82387,840183,4
SELECT * FROM users WHERE id = 22241,1033004,10
SELECT * FROM orders WHERE total > 34016,4921964,44
SELECT * FROM users WHERE id = 99003,1156440,10
SELECT * FROM orders WHERE total > 81593,4516030,56
SELECT COUNT(*) FROM events WHERE month = 'Apr',9781384,93
SELECT * FROM users WHERE id = 54750,937620,13
SELECT COUNT(*) FROM events WHERE month = 'Feb',9400106,100
SELECT * FROM users WHERE id = 38293,1135094,7
SELECT * FROM orders WHERE total > 73210,4653569,49
SELECT COUNT(*) FROM events WHERE month = 'Mar',11470578,117
SELECT * FROM users WHERE id = 98387,924075,7
SELECT * FROM orders WHERE total > 31847,4199147,56
"SELECT * FROM users WHERE id IN (929, 890)",1390205,23
SELECT * FROM orders WHERE total > 89817,4036876,40
SELECT COUNT(*) FROM events WHERE month = 'Jan',11118519,117
SELECT * FROM orders WHERE total > 11587,5010139,54
"SELECT * FROM users WHERE id IN (392, 703, 987, 297, 358)",1147943,16
SELECT * FROM users WHERE id = 18990,1040576,6
SELECT * FROM orders WHERE total > 77795,5199976,46
SELECT * FROM users WHERE id = 40496,1106507,9
SELECT * FROM orders WHERE total > 45502,4773209,62
SELECT * FROM users WHERE id = 62012,835798,14
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",8174518,78
SELECT * FROM users WHERE id = 77844,911715,22
SELECT * FROM products WHERE category = 'auto',2174765,17
SELECT * FROM users WHERE id IN (231),1017607,23
SELECT * FROM users WHERE id = 16607,1192494,18
SELECT * FROM users WHERE id = 89488,1062657,14
SELECT * FROM users WHERE id = 84551,1143587,12
SELECT * FROM orders WHERE total > 24459,4603778,60
SELECT * FROM orders WHERE total > 81302,4460601,55
SELECT * FROM orders WHERE total > 23992,4472456,51
SELECT * FROM orders WHERE total > 18469,5039339,60
SELECT * FROM users WHERE id = 71842,888426,10
"SELECT * FROM orders WHERE status IN ('cancelled', 'delivered')",2412321,39
SELECT * FROM orders WHERE total > 88372,5454454,55
SELECT * FROM orders WHERE total > 21921,4166548,54
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3641168,34
SELECT * FROM users WHERE id = 7783,995035,21
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2104615,22
"SELECT * FROM orders WHERE status IN ('delivered', 'pending', 'cancelled')",2345913,21
"SELECT * FROM users WHERE id IN (123, 705, 90)",1193986,9
SELECT * FROM users WHERE id = 22975,899500,4
SELECT * FROM users WHERE id = 57087,1126728,6
SELECT * FROM users WHERE id = 28499,1131173,26
SELECT * FROM products WHERE category = 'garden',1636387,26
SELECT * FROM users WHERE id = 52850,1072092,24
SELECT * FROM users WHERE id = 21549,927093,5
SELECT * FROM users WHERE id = 40397,804343,15
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",9528919,98
SELECT * FROM users WHERE id = 17744,1101241,21
SELECT * FROM users WHERE id = 25170,1074885,10
SELECT * FROM sessions WHERE duration > 91634,4850992,44
SELECT * FROM users WHERE id = 99027,1060927,16
"SELECT * FROM users WHERE id IN (146, 730, 708, 162)",1325757,14
SELECT COUNT(*) FROM events WHERE month = 'Feb',10706614,107
SELECT * FROM users WHERE id = 41769,838736,16
SELECT * FROM users WHERE id = 80063,825791,19
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",9873972,102
SELECT * FROM users WHERE id = 36337,881166,12
SELECT * FROM products WHERE category = 'electronics',2235011,36
SELECT * FROM users WHERE id = 70140,1183866,19
"SELECT * FROM users WHERE id IN (990, 479, 331, 948, 810)",1116639,17
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2382460,24
SELECT * FROM orders WHERE status IN ('shipped'),2302836,30
SELECT * FROM orders WHERE total > 26664,5997468,73
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3858577,45
SELECT * FROM orders WHERE total > 71235,5127391,48
SELECT * FROM orders WHERE total > 74284,5322129,60
SELECT * FROM products WHERE category = 'toys',2444721,29
"SELECT * FROM users WHERE id IN (142, 179)",1408834,9
SELECT * FROM orders WHERE total > 66760,5085200,64
SELECT * FROM orders WHERE total > 73369,4430263,40
SELECT * FROM orders WHERE total > 16197,5278484,66
SELECT COUNT(*) FROM events WHERE month = 'Jun',11828812,122
SELECT COUNT(*) FROM events WHERE month = 'Feb',11625353,119
SELECT * FROM users WHERE id = 3022,963093,11
SELECT COUNT(*) FROM events WHERE month = 'Feb',11383270,109
SELECT * FROM users WHERE id = 20192,923779,11
SELECT * FROM users WHERE id = 99296,859349,10
SELECT * FROM users WHERE id = 34357,847447,21
SELECT COUNT(*) FROM events WHERE month = 'Mar',10740855,102
SELECT COUNT(*) FROM events WHERE month = 'Feb',11867709,121
"SELECT * FROM orders WHERE status IN ('pending', 'delivered', 'returned')",2582499,30
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",3264548,42
"SELECT * FROM orders WHERE status IN ('returned', 'pending', 'shipped', 'returned')",2276813,21
SELECT * FROM users WHERE id = 74699,1153133,15
SELECT COUNT(*) FROM events WHERE month = 'Jun',9590811,107
SELECT * FROM orders WHERE total > 4928,4560832,53
SELECT * FROM products WHERE category = 'toys',1798070,20
SELECT COUNT(*) FROM events WHERE month = 'Jan',11966115,131
SELECT * FROM orders WHERE total > 46584,4633253,55
SELECT * FROM products WHERE category = 'electronics',2138226,29
SELECT * FROM users WHERE id = 86076,828731,21
SELECT * FROM users WHERE id = 8400,1117756,15
"SELECT * FROM orders WHERE status IN ('pending', 'shipped')",2470326,21
SELECT * FROM products WHERE category = 'garden',2338352,35
"SELECT * FROM users WHERE id IN (345, 966, 823)",1329987,15
SELECT * FROM users WHERE id = 14458,1008820,5
SELECT * FROM users WHERE id = 32676,833173,15
SELECT COUNT(*) FROM events WHERE month = 'Jan',10286477,103
SELECT * FROM users WHERE id = 43833,1183382,14
SELECT * FROM orders WHERE total > 60090,4909328,64
SELECT COUNT(*) FROM events WHERE month = 'Feb',10901022,113
SELECT * FROM orders WHERE total > 51523,5249418,52
SELECT * FROM users WHERE id = 86303,1005506,18
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3484684,42
SELECT * FROM products WHERE category = 'toys',2453926,37
"SELECT * FROM users WHERE id IN (274, 325)",1051891,17
SELECT * FROM orders WHERE total > 70361,4547361,59
SELECT COUNT(*) FROM events WHERE month = 'Apr',10540372,119
SELECT * FROM users WHERE id = 50581,957377,11
SELECT * FROM orders WHERE total > 4216,4369068,40
SELECT * FROM orders WHERE total > 5054,4463116,47
SELECT * FROM users WHERE id = 74632,1090143,11
SELECT * FROM users WHERE id = 24497,986976,13
SELECT * FROM orders WHERE total > 22679,4948917,51
SELECT * FROM users WHERE id = 32702,817144,21
SELECT * FROM sessions WHERE duration > 58289,3253356,41
SELECT * FROM users WHERE id = 28271,803275,17
SELECT * FROM users WHERE id = 78791,1135639,15
SELECT * FROM sessions WHERE duration > 91389,4922719,61
SELECT * FROM orders WHERE total > 50976,4405561,55
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3128433,30
SELECT * FROM users WHERE id = 89211,999328,11
SELECT * FROM orders WHERE total > 66357,4048666,54
SELECT * FROM users WHERE id = 52107,1032369,10
SELECT * FROM orders WHERE total > 62015,5964829,67
SELECT * FROM sessions WHERE duration > 78097,4513777,51
SELECT COUNT(*) FROM events WHERE month = 'Feb',11557520,126
SELECT * FROM users WHERE id = 41432,1041058,20
SELECT * FROM users WHERE id = 29505,867800,12
SELECT * FROM orders WHERE total > 80958,5192921,46
"SELECT * FROM orders WHERE status IN ('cancelled', 'pending', 'shipped')",2401053,22
SELECT * FROM products WHERE category = 'books',1582756,28
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3759228,44
SELECT * FROM orders WHERE total > 63488,4622642,59
SELECT * FROM orders WHERE total > 3496,4405505,56
SELECT * FROM users WHERE id = 94856,1187638,20
SELECT * FROM products WHERE category = 'auto',1674474,16
"SELECT * FROM users WHERE id IN (114, 657)",1338729,28
SELECT * FROM orders WHERE total > 36104,5591053,66
SELECT * FROM orders WHERE total > 40064,4483141,52
SELECT COUNT(*) FROM events WHERE month = 'Feb',11380854,125
SELECT * FROM orders WHERE total > 92056,5935694,63
"SELECT * FROM users WHERE id IN (137, 856, 90, 950, 304)",1359367,23
SELECT * FROM orders WHERE total > 44189,4790237,57
SELECT * FROM users WHERE id = 40939,1190285,24
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",9529104,91
SELECT * FROM users WHERE id = 66490,1083860,5
SELECT * FROM products WHERE category = 'toys',2327129,18
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2962884,35
SELECT COUNT(*) FROM events WHERE month = 'Jun',11191478,113
SELECT COUNT(*) FROM events WHERE month = 'Jan',11235941,114
SELECT * FROM sessions WHERE duration > 38790,3724714,32
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3352244,43
SELECT * FROM users WHERE id = 26444,836161,23
SELECT * FROM orders WHERE total > 86784,4743069,53
SELECT * FROM users WHERE id = 42032,1105967,7
SELECT * FROM orders WHERE total > 5493,5211447,67
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",7260221,71
SELECT COUNT(*) FROM events WHERE month = 'May',11890449,116
SELECT * FROM orders WHERE total > 93243,4944733,48
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",9033749,93
SELECT * FROM sessions WHERE duration > 15950,4841967,47
"SELECT * FROM users WHERE id IN (585, 704, 964, 620)",1047839,13
SELECT * FROM users WHERE id = 19990,883366,9
SELECT * FROM users WHERE id IN (663),1375103,21
SELECT * FROM products WHERE category = 'electronics',1767723,25
SELECT * FROM users WHERE id = 16759,837288,4
SELECT COUNT(*) FROM events WHERE month = 'Jun',9736191,99
SELECT COUNT(*) FROM events WHERE month = 'Jan',9366139,107
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",7117808,86
SELECT COUNT(*) FROM events WHERE month = 'Apr',11556673,116
SELECT * FROM users WHERE id = 68959,1014281,25
SELECT COUNT(*) FROM events WHERE month = 'Jan',9759498,105
SELECT * FROM users WHERE id = 29006,870930,17
SELECT * FROM users WHERE id = 34615,877067,16
SELECT * FROM users WHERE id = 41344,915596,20
SELECT * FROM orders WHERE total > 18438,4186986,43
SELECT * FROM products WHERE category = 'garden',2098343,33
"SELECT * FROM users WHERE id IN (697, 150)",1444398,19
SELECT * FROM orders WHERE total > 89267,5533770,70
SELECT * FROM orders WHERE status IN ('cancelled'),2384498,34
SELECT * FROM orders WHERE total > 83422,4157552,56
SELECT COUNT(*) FROM events WHERE month = 'Jan',10057845,104
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2107605,27
SELECT * FROM users WHERE id = 25801,847209,8
SELECT COUNT(*) FROM events WHERE month = 'May',10309145,101
"SELECT * FROM users WHERE id IN (100, 395, 241)",1163511,15
SELECT * FROM users WHERE id = 81851,882723,17
SELECT COUNT(*) FROM events WHERE month = 'Mar',10631339,113
SELECT * FROM users WHERE id = 14674,862341,6
SELECT * FROM orders WHERE total > 39348,5444388,64
"SELECT * FROM orders WHERE status IN ('delivered', 'returned', 'returned')",2923495,36
SELECT * FROM orders WHERE total > 45386,5214729,52
SELECT * FROM users WHERE id = 86911,1122348,23
SELECT * FROM products WHERE category = 'books',2200611,25
SELECT * FROM users WHERE id = 86703,978359,13
SELECT COUNT(*) FROM events WHERE month = 'Jun',11970994,129
SELECT * FROM users WHERE id = 72001,1091209,15
SELECT * FROM sessions WHERE duration > 99180,3004127,44
SELECT * FROM orders WHERE total > 767,4781222,45
SELECT * FROM users WHERE id = 55122,938362,16
SELECT * FROM users WHERE id = 45962,808534,14
SELECT COUNT(*) FROM events WHERE month = 'Jun',11837247,125
SELECT * FROM orders WHERE total > 57010,4906799,61
SELECT COUNT(*) FROM events WHERE month = 'Apr',10824508,110
"SELECT * FROM orders WHERE status IN ('delivered', 'shipped', 'returned')",2593109,26
